id,part,topic,question,file_path
616,1,Sport,What is the most popular sport in your country?,mp3_files/audio_num_616.mp3
617,1,Sport,Do you prefer team or individual sports? [Why?],mp3_files/audio_num_617.mp3
618,1,Sport,Did you play any sport in your childhood that you no longer play? [Why?],mp3_files/audio_num_618.mp3
619,1,Sport,Who is your favourite sports star? [Why],mp3_files/audio_num_619.mp3
620,1,Sport,Do you prefer team or individual sports?[Why?],mp3_files/audio_num_620.mp3
621,1,Sport,Do you like sport?,mp3_files/audio_num_621.mp3
622,1,Sport,Do you often watch sport on TV?,mp3_files/audio_num_622.mp3
623,1,Sport,Did you play sport as a child?,mp3_files/audio_num_623.mp3
624,1,Sport,What is the most popular sport in your country?,mp3_files/audio_num_624.mp3
625,1,Sport,How do most people in your country keep fit?,mp3_files/audio_num_625.mp3
626,1,Stress,What stress do people usually face?,mp3_files/audio_num_626.mp3
627,1,Stress,Why do people who work feel stressed and don't just quit their jobs?,mp3_files/audio_num_627.mp3
628,1,Study,What do you study?,mp3_files/audio_num_628.mp3
629,1,Study,Where do you study that?,mp3_files/audio_num_629.mp3
630,1,Study,Why did you choose that subject?,mp3_files/audio_num_630.mp3
631,1,Study,Is it a popular subject in your country?,mp3_files/audio_num_631.mp3
632,1,Study,Do you like that subject?,mp3_files/audio_num_632.mp3
633,1,Study,Do you get on with your colleagues?,mp3_files/audio_num_633.mp3
634,1,Study,What was your first day like?,mp3_files/audio_num_634.mp3
635,1,Study,What are the main aspects of your subject?,mp3_files/audio_num_635.mp3
636,1,Study,"Ifyou had the chance, would you change subject?",mp3_files/audio_num_636.mp3
637,1,Study,Do you plan to get a job in the same field as your subject?,mp3_files/audio_num_637.mp3
638,1,Summer,Is summer your favourite time of year? [Why/Why not?],mp3_files/audio_num_638.mp3
639,1,Summer,What do you do in summer when the weather's very hot? [Why?],mp3_files/audio_num_639.mp3
640,1,Summer,Do you go on holiday every summer? [Why/Why not?],mp3_files/audio_num_640.mp3
641,1,Summer,Did you enjoy the summer holidays when you were at school? [Why/Why not?],mp3_files/audio_num_641.mp3
642,1,Sweets & Cakes,Do you like to eat sweets?,mp3_files/audio_num_642.mp3
643,1,Sweets & Cakes,Do you like sweets more or less now compared to when you were child?  Is there any sweet food in,mp3_files/audio_num_643.mp3
644,1,Sweets & Cakes,your country?,mp3_files/audio_num_644.mp3
645,1,Sweets & Cakes,Do you eat cakes or sweets after a meal?,mp3_files/audio_num_645.mp3
646,1,Talents,Do you have a talent or something you are good at?,mp3_files/audio_num_646.mp3
647,1,Talents,Was it mastered recently or when you were young?,mp3_files/audio_num_647.mp3
648,1,Talents,Do you think your talent can be useful for your future work? Why?,mp3_files/audio_num_648.mp3
649,1,Talents,Do you think anyone in your family has the same talent?,mp3_files/audio_num_649.mp3
650,1,Telephoning,How often do you make telephone calls? [Why/Why not?],mp3_files/audio_num_650.mp3
651,1,Telephoning,Who do you spend the most time talking to on the telephone? [Why?],mp3_files/audio_num_651.mp3
652,1,Telephoning,When do you think you'll next make a telephone call? [Why?],mp3_files/audio_num_652.mp3
653,1,Telephoning,Do you sometimes prefer to send a text message instead of telephoning? [Why/Why not?],mp3_files/audio_num_653.mp3
654,1,Television,How often do you watch television? [Why/Why not?],mp3_files/audio_num_654.mp3
655,1,Television,Which television channel do you usually watch? [Why?],mp3_files/audio_num_655.mp3
656,1,Television,Do you enjoy the advertisements on television? [Why/Why not?],mp3_files/audio_num_656.mp3
657,1,Television,Do you think most programmes on television are good? [Why/Why not?],mp3_files/audio_num_657.mp3
658,1,Television,Do you often watch TV?,mp3_files/audio_num_658.mp3
659,1,Television,What sorts of things do you watch on TV?,mp3_files/audio_num_659.mp3
660,1,Television,What is your favourite TV program?,mp3_files/audio_num_660.mp3
661,1,Television,Do you ever watch foreign programs or films?,mp3_files/audio_num_661.mp3
662,1,Television,What did you watch on TV when you were a child?,mp3_files/audio_num_662.mp3
663,1,Television,Do you think children should watch TV?,mp3_files/audio_num_663.mp3
664,1,Transport,How did you get here today?,mp3_files/audio_num_664.mp3
665,1,Transport,What is your favourite mode of transport?,mp3_files/audio_num_665.mp3
666,1,Transport,Do you ever use public transport?,mp3_files/audio_num_666.mp3
667,1,Transport,Do you like the transport system in your country?,mp3_files/audio_num_667.mp3
668,1,Transport,What is the difference between taking a bus and taking a train?,mp3_files/audio_num_668.mp3
669,1,Transport,What is a popular pet to have in your country?,mp3_files/audio_num_669.mp3
670,1,Transport,What traffic problems are there in your area? [Why is that?],mp3_files/audio_num_670.mp3
671,1,Transport,How do traffic problems affect you?,mp3_files/audio_num_671.mp3
672,1,Transport,How would you reduce the traffic problems in your area?,mp3_files/audio_num_672.mp3
673,1,Travel,Do you enjoy travelling? [Why/Why not?],mp3_files/audio_num_673.mp3
674,1,Travel,Have you done much travelling? [Why/Why not?],mp3_files/audio_num_674.mp3
675,1,Travel,Do you think it is better to travel alone or with other people? [Why?],mp3_files/audio_num_675.mp3
676,1,Travel,Where would you like to travel in the future? [Why?],mp3_files/audio_num_676.mp3
677,1,Travel,How did you reach the examination centre?,mp3_files/audio_num_677.mp3
678,1,Travel,How do you usually travel?,mp3_files/audio_num_678.mp3
679,1,Travel,Which types of transportation do people in your country often use to move?,mp3_files/audio_num_679.mp3
680,1,Travel,Which city in the world you would like to visit? Why?,mp3_files/audio_num_680.mp3
681,1,Travel,What will you suggest to a tourist who will come to visit your country?,mp3_files/audio_num_681.mp3
682,1,Travel,Why travelling is important?,mp3_files/audio_num_682.mp3
683,1,Travel,Have you ever been to a foreign country?,mp3_files/audio_num_683.mp3
684,1,Travel,How do you compare the country you have visited with your own?,mp3_files/audio_num_684.mp3
685,1,Visitors,What would you suggest a visitor should see and do in your country?,mp3_files/audio_num_685.mp3
686,1,Visitors,Are there any traditional arts or music you would recommend?,mp3_files/audio_num_686.mp3
687,1,Visitors,Tell me about the kind of foreign visitors or tourists who go to your country.,mp3_files/audio_num_687.mp3
688,1,Visitors,In what ways has tourism changed your country?,mp3_files/audio_num_688.mp3
689,1,Walking,Do you go places on foot a lot?,mp3_files/audio_num_689.mp3
690,1,Walking,Did you walk more when you were younger?,mp3_files/audio_num_690.mp3
691,1,Walking,Why do some people prefer walking to driving a car?,mp3_files/audio_num_691.mp3
692,1,Walking,Do people in your country walk a lot?,mp3_files/audio_num_692.mp3
693,1,Watch,Do you wear a watch?,mp3_files/audio_num_693.mp3
694,1,Watch,Have you ever got a watch as a gift?,mp3_files/audio_num_694.mp3
695,1,Watch,Why do some people wear expensive watches?,mp3_files/audio_num_695.mp3
696,1,Watch,Do you think it is important to wear a watch? Why?,mp3_files/audio_num_696.mp3
697,1,Watching Sports/Sports,Do you enjoy watching sport on TV? (Why/Why not?),mp3_files/audio_num_697.mp3
698,1,Watching Sports/Sports,Have you ever been to watch a live sports event (e.g. in a stadium)? (Why/Why not?)  Is there a,mp3_files/audio_num_698.mp3
699,1,Watching Sports/Sports,sports event you might like to watch in the future? (Why/Why not?),mp3_files/audio_num_699.mp3
700,1,Watching Sports/Sports,Do you think it's more enjoyable to watch sports alone or with other people?,mp3_files/audio_num_700.mp3
701,1,Watching Sports/Sports,Do you like sports?,mp3_files/audio_num_701.mp3
702,1,Watching Sports/Sports,Did you learn sports when you were a child?,mp3_files/audio_num_702.mp3
703,1,Watching Sports/Sports,Why is sport important?,mp3_files/audio_num_703.mp3
704,1,Weather,What's the weather like today?,mp3_files/audio_num_704.mp3
705,1,Weather,What's your favourite weather?,mp3_files/audio_num_705.mp3
706,1,Weather,Do you like the weather in your country?,mp3_files/audio_num_706.mp3
707,1,Weather,Is the weather the same in all parts of your country?,mp3_files/audio_num_707.mp3
708,1,Weather,Does the weather ever affect the way you feel?,mp3_files/audio_num_708.mp3
709,1,Weather,Does the weather in your country ever affect transportation?,mp3_files/audio_num_709.mp3
710,1,Weather,Do you have a pet?,mp3_files/audio_num_710.mp3
711,1,Weather,Do you like animals?,mp3_files/audio_num_711.mp3
712,1,Weather,What's your favourite animal?,mp3_files/audio_num_712.mp3
713,1,Weather,What is a popular pet to have in your country?,mp3_files/audio_num_713.mp3
714,1,Weather,Did you have a pet as a child?,mp3_files/audio_num_714.mp3
715,1,Weather,Why do people have pets?,mp3_files/audio_num_715.mp3
716,1,Websites,What kinds of websites do you use most often? (Why/Why not?),mp3_files/audio_num_716.mp3
717,1,Websites,Do you prefer to get information from websites or books? (Why/Why not?),mp3_files/audio_num_717.mp3
718,1,Websites,Does your favourite website look the same now as when you first used it? (Why/Why not?)  Which is,mp3_files/audio_num_718.mp3
719,1,Websites,"more important to you , what a website looks like or how easy it is to use?( Why?)",mp3_files/audio_num_719.mp3
720,1,Weekends,How do you usually spend your weekends? [Why?],mp3_files/audio_num_720.mp3
721,1,Weekends,Which is your favourite part of the weekend? [Why?],mp3_files/audio_num_721.mp3
722,1,Weekends,Do you think your weekends are long enough? [Why/Why not?],mp3_files/audio_num_722.mp3
723,1,Weekends,How important do you think it is to have free time on the weekends? [Why?],mp3_files/audio_num_723.mp3
724,1,Work,What is your job?,mp3_files/audio_num_724.mp3
725,1,Work,Where do you work?,mp3_files/audio_num_725.mp3
726,1,Work,Why did you choose that job?,mp3_files/audio_num_726.mp3
727,1,Work,Is it a popular job in your country?,mp3_files/audio_num_727.mp3
728,1,Work,Do you like your job?,mp3_files/audio_num_728.mp3
729,1,Work,Do you get on well with your colleagues?,mp3_files/audio_num_729.mp3
730,1,Work,What was your first day like?,mp3_files/audio_num_730.mp3
731,1,Work,What responsibilities do you have at work?,mp3_files/audio_num_731.mp3
732,1,Work,"If you had the chance, would you change your job?",mp3_files/audio_num_732.mp3
733,1,Work,Do you plan to continue with your job in the future?,mp3_files/audio_num_733.mp3
734,1,Work,Do you prefer to study in the mornings or in the afternoons?,mp3_files/audio_num_734.mp3
735,1,Work,Are you looking forward to working?,mp3_files/audio_num_735.mp3
736,1,Work,What technology do you use at work?,mp3_files/audio_num_736.mp3
737,1,Work,Why did you choose to do that type of work (or that job)?,mp3_files/audio_num_737.mp3
738,1,Writing,Do you often write with your hand(s)?,mp3_files/audio_num_738.mp3
739,1,Writing,Do you prefer handwriting or typing on the computer?,mp3_files/audio_num_739.mp3
740,1,Writing,Would you say that having good handwriting is important?,mp3_files/audio_num_740.mp3
741,3,Advertisements,What are popular types of advertising in today's world?,mp3_files/audio_num_741.mp3
742,3,Advertisements,What type of media advertising do you like most?,mp3_files/audio_num_742.mp3
743,3,Advertisements,Do you think advertising influences what people buy?,mp3_files/audio_num_743.mp3
744,3,Advertisements,What factors should be taken into account when making advertisements?,mp3_files/audio_num_744.mp3
745,3,Advertisements,Is advertising really necessary in modern society?,mp3_files/audio_num_745.mp3
746,3,Advertisements,Let's move on from types of advertising to the impact of advertising on children. How does advertising influence children?,mp3_files/audio_num_746.mp3
747,3,Advertisements,Is there any advertising that can be harmful to children?,mp3_files/audio_num_747.mp3
748,3,Art,How do people in your country feel about art?,mp3_files/audio_num_748.mp3
749,3,Art,Do people in your country prefer music over art?,mp3_files/audio_num_749.mp3
750,3,Art,What are some traditional art forms in your country?,mp3_files/audio_num_750.mp3
751,3,Art,How has art changed in the past few decades in your country?,mp3_files/audio_num_751.mp3
752,3,Art,Let's move on from art in your country to art education. Do you think children should study art in school?,mp3_files/audio_num_752.mp3
753,3,Art,How can children benefit from learning about art?,mp3_files/audio_num_753.mp3
754,3,Art,Do you think the government should provide support for art and cultural activities?,mp3_files/audio_num_754.mp3
755,3,Books,Do people read more nowadays?,mp3_files/audio_num_755.mp3
756,3,Books,Do you read before going to bed?,mp3_files/audio_num_756.mp3
757,3,Books,"In your opinion, how will e-books affect paper books?",mp3_files/audio_num_757.mp3
758,3,Books,What's the difference between films and books?,mp3_files/audio_num_758.mp3
759,3,Books,Let's move on to the topic of traditional literature in your country.  What is one example of traditional literature in your country?,mp3_files/audio_num_759.mp3
760,3,Books,Do you like reading the traditional literature of your country?,mp3_files/audio_num_760.mp3
761,3,Business,"In your opinion, do business people have to work long hours?",mp3_files/audio_num_761.mp3
762,3,Business,How do business people relax?,mp3_files/audio_num_762.mp3
763,3,Business,Let's move on to the topic of small businesses. How can a small business grow big?,mp3_files/audio_num_763.mp3
764,3,Business,"In your opinion, what kind of small businesses will young people have in the future?",mp3_files/audio_num_764.mp3
765,3,Business,"In your opinion, what skills are required to start a small business?",mp3_files/audio_num_765.mp3
766,3,Business,"Finally, let's talk about globalization. What are the impacts of globalization on small and large businesses?",mp3_files/audio_num_766.mp3
767,3,Change,Do you think change is good?,mp3_files/audio_num_767.mp3
768,3,Change,What are some of the major changes that occur to people throughout their lives?,mp3_files/audio_num_768.mp3
769,3,Change,Is your country changing rapidly?,mp3_files/audio_num_769.mp3
770,3,Change,In what ways have changes in technology changed people's lives?,mp3_files/audio_num_770.mp3
771,3,Change,Why do old people not accept change?,mp3_files/audio_num_771.mp3
772,3,City,"In your opinion, what makes a city a good one to live in?",mp3_files/audio_num_772.mp3
773,3,City,What are the advantages of living in a city?,mp3_files/audio_num_773.mp3
774,3,City,"Let's move on from the positive aspects of cities to the negative aspects of cites. In your opinion, what are the negative aspects of crowded cities?",mp3_files/audio_num_774.mp3
775,3,City,How can governments improve living standards in crowded cities?,mp3_files/audio_num_775.mp3
776,3,City,What about air quality? What can people do to improve the air quality in the city?,mp3_files/audio_num_776.mp3
777,3,Company,What is the difference between big companies and small companies?,mp3_files/audio_num_777.mp3
778,3,Company,Are there many big companies in your country?,mp3_files/audio_num_778.mp3
779,3,Company,What are the good things about working for a big company?,mp3_files/audio_num_779.mp3
780,3,Company,Should big companies be punished more seriously than small companies?,mp3_files/audio_num_780.mp3
781,3,Company,Why do some people choose to work at an international company?,mp3_files/audio_num_781.mp3
782,3,Company,Let's move on to the topic of companies' services. How can a company maintain the quality of the service that it gives to the public?,mp3_files/audio_num_782.mp3
783,3,Company,Do you think it's important for a company to provide after-sales service?,mp3_files/audio_num_783.mp3
784,3,Decision,Why do some people find it hard to make decisions?,mp3_files/audio_num_784.mp3
785,3,Decision,How important is it to get advice from other people when making decisions?,mp3_files/audio_num_785.mp3
786,3,Decision,Why is it sometimes difficult to accept advice?,mp3_files/audio_num_786.mp3
787,3,Decision,What are some of the most important decisions young people have to make?,mp3_files/audio_num_787.mp3
788,3,Decision,Do you agree that parents should make important decisions for their children?,mp3_files/audio_num_788.mp3
789,3,Decision,Is it better to make a decision thinking about what you want or thinking about what other people want?,mp3_files/audio_num_789.mp3
790,3,Electronic Devices,What are the most popular electronic devices in today's world?,mp3_files/audio_num_790.mp3
791,3,Electronic Devices,What devices do you think will be popular in the future?,mp3_files/audio_num_791.mp3
792,3,Electronic Devices,Let's move on to the role of electronic devices in today's society. Do you think people spend too much money on electronic devices?,mp3_files/audio_num_792.mp3
793,3,Electronic Devices,In what ways can electronic devices make our lives harder?,mp3_files/audio_num_793.mp3
794,3,Electronic Devices,What would the world be like without computers?,mp3_files/audio_num_794.mp3
795,3,Electronic Devices,Should children be taught to use computers at school?,mp3_files/audio_num_795.mp3
796,3,Environment,What are some of the main environmental problems in your county?,mp3_files/audio_num_796.mp3
797,3,Environment,Why should people be concerned about the environment?,mp3_files/audio_num_797.mp3
798,3,Environment,How can people protect the environment?,mp3_files/audio_num_798.mp3
799,3,Environment,Do you think money should be spent on protecting animals?,mp3_files/audio_num_799.mp3
800,3,Environment,Do you think more should be done to protect natural scenic spots in your country?,mp3_files/audio_num_800.mp3
801,3,Environment,Let's move on to water pollution. Is water pollution a problem in your country?,mp3_files/audio_num_801.mp3
802,3,Environment,What can individuals do to try and ensure water is kept clean?,mp3_files/audio_num_802.mp3
803,3,Environment,Do you think problems with the cleanliness of water will improve in the future?,mp3_files/audio_num_803.mp3
804,3,Exciting Experience,Can you compare some exciting activities people do now with activities people did 20 years ago?,mp3_files/audio_num_804.mp3
805,3,Exciting Experience,Why do some people enjoy doing dangerous sports?,mp3_files/audio_num_805.mp3
806,3,Exciting Experience,Do you think some dangerous activities should be banned?,mp3_files/audio_num_806.mp3
807,3,Exciting Experience,Let's move on from exciting activities to people doing new things in general. Should people try doing new things?,mp3_files/audio_num_807.mp3
808,3,Exciting Experience,What problems can people have when they try new activities for the first time?,mp3_files/audio_num_808.mp3
809,3,Exciting Experience,Do you think it's best to do new things on your own or with other people?,mp3_files/audio_num_809.mp3
810,3,Family,Is family important in your country?,mp3_files/audio_num_810.mp3
811,3,Family,Who should be responsible to care for the elderly? Should it be the family or the government?,mp3_files/audio_num_811.mp3
812,3,Family,How has the size of the average family changed in your country in the last few decades?,mp3_files/audio_num_812.mp3
813,3,Family,How do you think families will change in the future?,mp3_files/audio_num_813.mp3
814,3,Family,Let's move on to the roles of different family members. Should husbands and wives have different roles within the family?,mp3_files/audio_num_814.mp3
815,3,Family,What role do grandparents play in the family in your country?,mp3_files/audio_num_815.mp3
816,3,Food,What are the types of food that people eat in your country.,mp3_files/audio_num_816.mp3
817,3,Food,What about foreign food? What kinds of foreign food are popular in your country?,mp3_files/audio_num_817.mp3
818,3,Food,"In your country, is it important to have a meal together with your family?",mp3_files/audio_num_818.mp3
819,3,Food,Is food now better than in the past?,mp3_files/audio_num_819.mp3
820,3,Food,Let's move on to diet and eating habits. Do you think our diet is important?,mp3_files/audio_num_820.mp3
821,3,Food,What is a balanced diet?,mp3_files/audio_num_821.mp3
822,3,Food,How are the eating habits now in your country different from eating habits in the past?,mp3_files/audio_num_822.mp3
823,3,Food,How might eating habits change in coming decades?,mp3_files/audio_num_823.mp3
824,3,Friends,What is the importance of friends?,mp3_files/audio_num_824.mp3
825,3,Friends,Would you like to have a few very good friends or a lot of just friends?,mp3_files/audio_num_825.mp3
826,3,Friends,"If you had a problem, would you go to your friends or family? Why?",mp3_files/audio_num_826.mp3
827,3,Friends,Do you think it is always better to talk to your friends about such a problem?,mp3_files/audio_num_827.mp3
828,3,Friends,Is it important to have friends from other countries?,mp3_files/audio_num_828.mp3
829,3,Clothes,Can clothing tell you much about a person in your country?,mp3_files/audio_num_829.mp3
830,3,Clothes,Do people still wear traditional clothing in your country?,mp3_files/audio_num_830.mp3
831,3,Clothes,How has clothing fashion changed in your country over the last few decades?,mp3_files/audio_num_831.mp3
832,3,Clothes,Let's move on from clothing to uniforms. Why do some companies ask their staff to wear uniforms?,mp3_files/audio_num_832.mp3
833,3,Clothes,What are the advantages and disadvantages of having uniforms at work?,mp3_files/audio_num_833.mp3
834,3,Clothes,For which jobs are people required to wear a uniform in your country?,mp3_files/audio_num_834.mp3
835,3,Clothes,Do you think people are treated differently when they are in uniform?,mp3_files/audio_num_835.mp3
836,3,Furniture,In what situations do people in your country buy furniture?,mp3_files/audio_num_836.mp3
837,3,Furniture,"In families in your country, who usually decides what furniture to buy for the home?",mp3_files/audio_num_837.mp3
838,3,Furniture,How do people  in your country decide what furniture to buy for the home or office?,mp3_files/audio_num_838.mp3
839,3,Furniture,Do people in your country prefer traditional or modern styles of furniture?,mp3_files/audio_num_839.mp3
840,3,Health,How can people improve their health?,mp3_files/audio_num_840.mp3
841,3,Health,Do elderly people exercise much in your country?,mp3_files/audio_num_841.mp3
842,3,Health,Do you think all illnesses can be prevented?,mp3_files/audio_num_842.mp3
843,3,Health,Do you think that illnesses will be less common in the future?,mp3_files/audio_num_843.mp3
844,3,Health,Do you think healthcare should be free?,mp3_files/audio_num_844.mp3
845,3,Health,What makes someone a good doctor?,mp3_files/audio_num_845.mp3
846,3,Help,Do you like helping others?,mp3_files/audio_num_846.mp3
847,3,Help,Do you think people are less willing to help others these days compared to the past?,mp3_files/audio_num_847.mp3
848,3,Help,Do people today trust others as much as they used to in the past?,mp3_files/audio_num_848.mp3
849,3,Help,How do people in your community help each other?,mp3_files/audio_num_849.mp3
850,3,Help,"Let's move on to the topic of educating children to help people. In your view, should children be taught to help others?",mp3_files/audio_num_850.mp3
851,3,Help,"In your opinion, how can we encourage children to help others?",mp3_files/audio_num_851.mp3
852,3,Help,"What about students? How can students, such as high-school students, help each other?",mp3_files/audio_num_852.mp3
853,3,History,Do you think history is important?,mp3_files/audio_num_853.mp3
854,3,History,Do you like to learn about history?,mp3_files/audio_num_854.mp3
855,3,History,What do you think we can learn by studying history?,mp3_files/audio_num_855.mp3
856,3,History,"Let's move on to different ways of learning about history. In your opinion, how can people learn about history?",mp3_files/audio_num_856.mp3
857,3,History,Do you think people can learn history from films or TV programs?,mp3_files/audio_num_857.mp3
858,3,History,Do you think the internet is a good place to learn about history?,mp3_files/audio_num_858.mp3
859,3,History,What is the effect of technology on how people learn about history?,mp3_files/audio_num_859.mp3
860,3,Holiday,"First of all, why do people go on holiday?",mp3_files/audio_num_860.mp3
861,3,Holiday,How important is it for families to go on holiday together?,mp3_files/audio_num_861.mp3
862,3,Holiday,Why do some people go on holiday alone?,mp3_files/audio_num_862.mp3
863,3,Holiday,How have holidays changed over the past few decades?,mp3_files/audio_num_863.mp3
864,3,Holiday,What kind of holidays will be popular in the future?,mp3_files/audio_num_864.mp3
865,3,Holiday,Let's move on to talk about taking holidays in foreign country. Do you think is it better to take a holiday in your own country or in a foreign country?,mp3_files/audio_num_865.mp3
866,3,Holiday,What problems can people have on holiday in a foreign country?,mp3_files/audio_num_866.mp3
867,3,Influence,What types of people influence the young in your country?,mp3_files/audio_num_867.mp3
868,3,Influence,"What type of people, such as parents, teachers, or friends, are best to influence young people's behavior?",mp3_files/audio_num_868.mp3
869,3,Influence,Why it is important for young people to have role models?,mp3_files/audio_num_869.mp3
870,3,Influence,What do you think young people will be influenced by the most in the future?,mp3_files/audio_num_870.mp3
871,3,Internet,How do you think the Internet will change people's buying habits in the future?,mp3_files/audio_num_871.mp3
872,3,Internet,What are the pros and cons of shopping online?,mp3_files/audio_num_872.mp3
873,3,Internet,Is the Internet important for education?,mp3_files/audio_num_873.mp3
874,3,Internet,Do you think parents should supervise their children's use of the Internet?,mp3_files/audio_num_874.mp3
875,3,Internet,What's the best age for children to use the Internet?,mp3_files/audio_num_875.mp3
876,3,Internet,Why do children start using the Internet very early nowadays?,mp3_files/audio_num_876.mp3
877,3,Internet,Let's move on to what people do on the Internet. What do you think people do on the Internet?,mp3_files/audio_num_877.mp3
878,3,Internet,What about elderly people? Do elderly people use the Internet very much?,mp3_files/audio_num_878.mp3
879,3,Late,What is the general attitude towards arriving somewhere late in your country?,mp3_files/audio_num_879.mp3
880,3,Late,What is an example of a time that it is very important for people to arrive on time in your country?,mp3_files/audio_num_880.mp3
881,3,Late,Can you suggest some ways to make sure you are not late for anything?,mp3_files/audio_num_881.mp3
882,3,Late,Let's move on to how modern technology influences the way that people manage time. Do you think computers make it easier or more difficult to manage time?,mp3_files/audio_num_882.mp3
883,3,Late,How can modern technology help people arrive early?,mp3_files/audio_num_883.mp3
884,3,Late,Do you think it is easy to manage your time in the modern world?,mp3_files/audio_num_884.mp3
885,3,Machine,What kinds of machines are used for housework in modern homes in your country?,mp3_files/audio_num_885.mp3
886,3,Machine,How have these machines benefited people? Are there any negative effects of using them?,mp3_files/audio_num_886.mp3
887,3,Machine,Do you think all new homes will be equipped with household machines in the future? Why?,mp3_files/audio_num_887.mp3
888,3,Machine,Let's move on to technology. Do you think people rely too much on technology?,mp3_files/audio_num_888.mp3
889,3,Machine,Do you think men and women view technology differently?,mp3_files/audio_num_889.mp3
890,3,Machine,"Finally, let's talk about the impact of technology on employment. How have developments in technology affected employment in your country?",mp3_files/audio_num_890.mp3
891,3,Machine,Some people think that technology has brought more stress than benefits to employed people nowadays. Do you agree or disagree with this statement?,mp3_files/audio_num_891.mp3
892,3,Memory,Do you think it's important to have a good memory?,mp3_files/audio_num_892.mp3
893,3,Memory,Why do sometimes people forget things?,mp3_files/audio_num_893.mp3
894,3,Memory,"Which do you think is more important to remember, a business meeting or a meeting with a friend?",mp3_files/audio_num_894.mp3
895,3,Memory,Are there any things that are especially important for people to memorize?,mp3_files/audio_num_895.mp3
896,3,Memory,Let's move on from memory to family history. Why do people want to remember their family history?,mp3_files/audio_num_896.mp3
897,3,Memory,What can you do to learn more about your family history?,mp3_files/audio_num_897.mp3
898,3,Money,Is money important to you?,mp3_files/audio_num_898.mp3
899,3,Money,What is the relationship between money and power?,mp3_files/audio_num_899.mp3
900,3,Money,Let's move on to teaching children about money. How do you think parents can teach the value of money to their children?,mp3_files/audio_num_900.mp3
901,3,Money,Do you think it is important to teach children money skills?,mp3_files/audio_num_901.mp3
902,3,Money,Should we let children buy whatever they want with money they've saved?,mp3_files/audio_num_902.mp3
903,3,Music,What kind of music is popular in your country?,mp3_files/audio_num_903.mp3
904,3,Music,How does pop music now compare to when you were growing up?,mp3_files/audio_num_904.mp3
905,3,Music,Is foreign music or music from your country more popular with people your age?,mp3_files/audio_num_905.mp3
906,3,Music,Let's move on to the role of government on music. Do you think is it necessary for the government to require all children to learn music?,mp3_files/audio_num_906.mp3
907,3,Music,Do you think the government needs to do more to preserve traditional music? What could they do?,mp3_files/audio_num_907.mp3
908,3,Music,"Finally, let's talk about illegal downloading of music. There's a lot of pirated music. Do you agree that we should support official music?",mp3_files/audio_num_908.mp3
909,3,Music,What are some possible advantages and disadvantages of being stricter about the illegal downloading of music?,mp3_files/audio_num_909.mp3
910,3,Music,Do you think CDs will have any role in the music industry in the future?,mp3_files/audio_num_910.mp3
911,3,News,How do people get their news in today's society?,mp3_files/audio_num_911.mp3
912,3,News,How do you think people will get their news in the future?,mp3_files/audio_num_912.mp3
913,3,News,How does modern technology affect the delivery of news?,mp3_files/audio_num_913.mp3
914,3,News,Do you believe everything you read in the newspaper?,mp3_files/audio_num_914.mp3
915,3,News,"Let's move on to the topic of good news. In your opinion, when do people share good news?",mp3_files/audio_num_915.mp3
916,3,News,How do people share good news?,mp3_files/audio_num_916.mp3
917,3,Parenting,"For parents, what is important when bringing up their children?",mp3_files/audio_num_917.mp3
918,3,Parenting,Do you think mothers and fathers have different roles to play in bringing up a child?,mp3_files/audio_num_918.mp3
919,3,Parenting,Let's move on to education of children. Do you think hitting children is sometimes necessary for discipline?,mp3_files/audio_num_919.mp3
920,3,Parenting,Do you think sweets are a good thing to reward children with?,mp3_files/audio_num_920.mp3
921,3,Parenting,Do you think parents spend too much on buying toys for their children?,mp3_files/audio_num_921.mp3
922,3,Party,When do people usually have parties in your country?,mp3_files/audio_num_922.mp3
923,3,Party,What makes a good party?,mp3_files/audio_num_923.mp3
924,3,Party,What are the main reasons why people organise family parties in your country?,mp3_files/audio_num_924.mp3
925,3,Party,In some places people spend a lot of money on parties that celebrate special family events. Is this ever true in your country? Do think this is a good trend or a bad trend?,mp3_files/audio_num_925.mp3
926,3,Party,How important is it to celebrate important events with a group of people?,mp3_files/audio_num_926.mp3
927,3,Party,Why do some people think that national celebrations are a waste of government money? Do you agree or disagree with this view? Why?,mp3_files/audio_num_927.mp3
928,3,Plans,"In general, do you think planning is important?",mp3_files/audio_num_928.mp3
929,3,Plans,Do you think people should make highly detailed plans or just general plans?,mp3_files/audio_num_929.mp3
930,3,Plans,What types of people like to make plans?,mp3_files/audio_num_930.mp3
931,3,Plans,Why do you think some people dislike making plans?,mp3_files/audio_num_931.mp3
932,3,Plans,Let's move on from planning to career plans. Do you think it's important for a person to have a career plan?,mp3_files/audio_num_932.mp3
933,3,Plans,How do most people plan their futures in their education and careers?,mp3_files/audio_num_933.mp3
934,3,Plans,Do you think it's important for young people to get advice from their parents when planning a career?,mp3_files/audio_num_934.mp3
935,3,Products,What kinds of products are mostly imported into your country?,mp3_files/audio_num_935.mp3
936,3,Products,"In your opinion, why do some people like to buy imported products?",mp3_files/audio_num_936.mp3
937,3,Products,Let's move on to local products. What are some famous local products in your country?,mp3_files/audio_num_937.mp3
938,3,Products,Do you think a country should make everything it needs or import some things?,mp3_files/audio_num_938.mp3
939,3,Products,What are the disadvantages of a country producing everything it needs?,mp3_files/audio_num_939.mp3
